Unique Form ID (MOJ DIGITAL),Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Word Count,Approximate number of pages,Count of references,Number of times that this form is referenced within other forms,Signature,Payment,Attachment,Statement of Truth
318,AC001 (Birmingham),Request for an adjournment (Birmingham),HMCTS,Form,English,09/2008,ac001-(birmingham)-eng.pdf,PDF,Formfinder,Administrative Court,1,1,ex160,296,1,2,0,1,0,No,0
319,AC001 (Cardiff),Request for an adjournment (Cardiff),HMCTS,Form,English,09/2008,ac001-(cardiff)-eng.pdf,PDF,Formfinder,Administrative Court,#N/A,#N/A,ex160,286,1,2,0,1,0,No,0
320,AC001 (Leeds),Request for an adjournment (Leeds),HMCTS,Form,English,04/2014,ac001-(leeds)-eng.pdf,PDF,Formfinder,Administrative Court,1,1,ex160,291,1,2,0,1,0,No,0
321,AC001 (London),Request for an adjournment (London),HMCTS,Form,English,09/2008,ac001-(london)-eng.pdf,PDF,Formfinder,Administrative Court,154,144,ex160,284,1,2,0,1,0,No,0
322,AC001 (Manchester),Request for an adjournment (Manchester),HMCTS,Form,English,09/2008,ac001-(manchester)-eng.pdf,PDF,Formfinder,Administrative Court,3,3,ex160,291,1,2,0,1,0,No,0
824,AC010,Notice of Appeal to the High Court (modification/renewal of Non-Derogating Control Orders),HMCTS,Form,English,08/2016,ac010-eng.pdf,PDF,Formfinder,Administrative Court,26,25,none detected,77,1,0,0,0,0,No,0
825,AC011,Claim form (Under Section 11),HMCTS,Form,English,08/2016,ac011-eng.pdf,PDF,Formfinder,Administrative Court,81,68,none detected,51,1,0,0,0,0,No,1
826,AC013,Guidance as to how the parties should assist the Court when applications for costs are made following settlement of claims for judicial review (April 2016),HMCTS,Guidance,English,09/2016,ac013-eng.pdf,PDF,Formfinder,Administrative Court,13,13,none detected,N/A,#VALUE!,0,0,0,0,No,0
827,AC014,Skeleton argument template,HMCTS,Form,English,08/2016,ac014-eng.doc,DOC,Formfinder,Administrative Court,135,123,none detected,92,1,0,0,0,0,No,0
828,AC015,Regionalisation guidance,HMCTS,Guidance,English,08/2016,ac015-eng.pdf,PDF,Formfinder,Administrative Court,8,8,none detected,N/A,#VALUE!,0,0,0,0,No,0
829,AC016,Appeals under Section 289 of the Town and Country Planning Act 1990. Notes for guidance for court users,HMCTS,Guidance,English,08/2016,ac016-eng.pdf,PDF,Formfinder,Administrative Court,10,10,none detected,N/A,#VALUE!,0,0,0,0,No,0
830,AC017,Claims for planning statutory review. Notes for guidance for court users,HMCTS,Guidance,English,08/2016,ac017-eng.pdf,PDF,Formfinder,Administrative Court,9,9,none detected,N/A,#VALUE!,0,0,0,0,No,0
831,ADM1,Claim form (Admiralty claim in rem),HMCTS,Form,English,02/2013,adm1-eng.pdf,PDF,Formfinder,Admiralty,188,169,none detected,180,1,0,0,1,0,Yes,1
832,ADM10,Standard directions to the Admiralty Marshal,HMCTS,Form,English,03/2002,adm10-eng.pdf,PDF,Formfinder,Admiralty,40,28,none detected,98,1,0,0,0,0,No,0
833,ADM11,Request for caution against Release,HMCTS,Form,English,03/2002,adm11-eng.pdf,PDF,Formfinder,Admiralty,19,14,none detected,79,1,0,0,1,0,No,0
834,ADM12,Request and undertaking for release,HMCTS,Form,English,04/2017,adm12-eng.pdf,PDF,Formfinder,Admiralty,32,30,none detected,111,1,0,0,1,0,No,0
835,ADM12A,Request for withdrawal of caution against Release,HMCTS,Form,English,03/2002,adm12a-eng.pdf,PDF,Formfinder,Admiralty,10,9,none detected,65,1,0,0,1,0,No,0
471,ADM13,Application for judgment in default of filing an acknowledgment of service and/or defence or collision statement of case,HMCTS,Form,English,03/2002,adm13-eng.pdf,PDF,Formfinder,Admiralty,65,60,adm14,158,1,1,0,0,0,No,0
836,ADM14,Order for sale of a ship,HMCTS,Form,English,03/2002,adm14-eng.pdf,PDF,Formfinder,Admiralty,37,32,none detected,230,1,0,0,0,0,No,0
837,ADM15,Claim form (Admiralty limitation claim),HMCTS,Form,English,02/2013,adm15-eng.pdf,PDF,Formfinder,Admiralty,50,46,none detected,174,1,0,0,1,0,No,1
323,ADM15B,Notes for defendant - Admiralty limitation claim,HMCTS,Notes,English,02/2013,adm15b-eng.pdf,PDF,Formfinder,Admiralty,21,13,"c(""adm16a"", ""adm16"")",N/A,#VALUE!,2,0,1,0,No,1
838,ADM16,Notice of Admission of right of claimant to limit liability,HMCTS,Form,English,03/2002,adm16-eng.pdf,PDF,Formfinder,Admiralty,24,21,none detected,60,1,0,0,1,0,No,0
839,ADM16A,Defence to admiralty limitation claim,HMCTS,Form,English,03/2002,adm16a-eng.pdf,PDF,Formfinder,Admiralty,22,19,none detected,95,1,0,1,1,0,No,0
840,ADM17,Application for restricted limitation decree,HMCTS,Form,English,03/2002,adm17-eng.pdf,PDF,Formfinder,Admiralty,14,13,none detected,119,1,0,0,0,0,No,0
841,ADM17A,Application for general limitation decree,HMCTS,Form,English,11/2008,adm17a-eng.pdf,PDF,Formfinder,Admiralty,14,12,none detected,66,1,0,0,0,0,No,0
842,ADM18,Restricted limitation decree,HMCTS,Form,English,03/2002,adm18-eng.pdf,PDF,Formfinder,Admiralty,11,9,none detected,283,1,0,0,0,0,No,0
843,ADM19,General limitation decree,HMCTS,Form,English,03/2002,adm19-eng.pdf,PDF,Formfinder,Admiralty,20,17,none detected,361,2,0,0,0,0,No,0
844,ADM1A,Claim form (Admiralty claim),HMCTS,Form,English,02/2013,adm1a-eng.pdf,PDF,Formfinder,Admiralty,175,151,none detected,197,1,0,0,1,0,Yes,1
846,ADM1C,Nodiadau I'r diffynnydd ar ymateb i ffurflen hawlio'r Morlys / Notes for defendant on replying to an admiralty claim form,HMCTS,Notes,Welsh,10/2008,adm1c-bil.pdf,PDF,Formfinder,#N/A,#N/A,#N/A,NULL,N/A,#VALUE!,0,0,0,0,No,0
845,ADM1C,Notes for defendant on replying to an admiralty claim form,HMCTS,Notes,English,02/2013,adm1c-eng.pdf,PDF,Formfinder,Admiralty,14,12,none detected,N/A,#VALUE!,0,0,0,0,No,0
848,ADM2,Cydnabyddiad Cyflwyno (hawliad Morlys),HMCTS,Form,Welsh,04/2006,adm2-cym.pdf,PDF,Formfinder,Morlys,#N/A,#N/A,none detected,0,0,0,0,0,0,No,0
847,ADM2,Acknowledgment of Service (Admiralty claim),HMCTS,Form,English,04/2006,adm2-eng.pdf,PDF,Formfinder,Admiralty,101,88,none detected,36,1,0,0,1,0,No,0
849,ADM20,Defendant's claim in a limitation claim,HMCTS,Form,English,03/2002,adm20-eng.pdf,PDF,Formfinder,Admiralty,23,20,none detected,146,1,0,0,1,0,No,1
850,ADM21,Declaration as to inability of a defendant to file and serve statement of case under a decree of limitation,HMCTS,Form,English,03/2002,adm21-eng.pdf,PDF,Formfinder,Admiralty,15,13,none detected,191,1,0,0,1,0,No,1
851,ADM3,Collision statement of case,HMCTS,Form,English,03/2002,adm3-eng.pdf,PDF,Formfinder,Admiralty,36,33,none detected,429,2,0,0,1,0,No,1
852,ADM4,Application and undertaking for arrest and custody,HMCTS,Form,English,03/2002,adm4-eng.pdf,PDF,Formfinder,Admiralty,68,60,none detected,166,1,0,0,1,0,No,0
853,ADM5,Declaration in support of applicationfor warrant of arrest,HMCTS,Form,English,03/2002,adm5-eng.pdf,PDF,Formfinder,Admiralty,48,45,none detected,366,2,0,0,1,0,No,1
854,ADM6,Notice to Consular Officer of intention to apply for warrant of arrest,HMCTS,Form,English,03/2002,adm6-eng.pdf,PDF,Formfinder,Admiralty,20,19,none detected,119,1,0,0,1,0,No,0
855,ADM7,Request for caution against arrest,HMCTS,Form,English,11/2008,adm7-eng.pdf,PDF,Formfinder,Admiralty,17,15,none detected,155,1,0,0,1,0,No,0
856,ADM9,Warrant of Arrest,HMCTS,Form,English,11/2008,adm9-eng.pdf,PDF,Formfinder,Admiralty,104,96,none detected,180,1,0,0,1,0,No,0
857,Adult Deed Poll Pack,"Deed Poll pack for adults. This pack includes the following files - LOC019, LOC020, LOC021 and LOC025",HMCTS,Form,English,06/2015,adult-deed-poll-pack-eng.zip,ZIP,Formfinder,Deed Poll,52953,42879,NULL,#N/A,#N/A,0,0,0,0,No,0
2042,513209,AF1: claim for advocate graduated fees,LAA,Form,English,NA,advocate-graduated-fee-special-preparation-form.pdf,PDF,GOV.UK,NA,564,NA,NULL,#N/A,#N/A,NA,NA,0,0,Yes,NA
858,AE Canllaw,Canllawiau i GyFLogwyr i Ddeddf Atafaelu Enillion 1971,HMCTS,Leaflet,Welsh,07/2004,ae-canllaw-cym.pdf,PDF,Formfinder,Atafaelu Enillion,1,1,none detected,N/A,#VALUE!,0,0,0,0,No,0
859,AE Faq,Gorchmynion Atafaelu enillion gogyfer a dirwyon troseddol Peilot Cenedlaethol mis Ebrill 2004,HMCTS,Guidance,Welsh,07/2004,ae-faq-cym.pdf,PDF,Formfinder,Atafaelu Enillion,#N/A,#N/A,none detected,N/A,#VALUE!,0,0,0,0,No,0
2043,604158,AF1: claim for advocate graduated fees,LAA,Form,English,NA,af1-v10-oct-2016.pdf,PDF,GOV.UK,NA,372,NA,NULL,#N/A,#N/A,NA,NA,1,0,Yes,NA
860,AJ20,Siarter Llysoedd - Y Llysoedd Sifil,HMCTS,Leaflet,Welsh,11/2006,aj20-cym.pdf,PDF,Formfinder,Siarter y llysoedd,#N/A,#N/A,none detected,N/A,#VALUE!,0,0,0,0,No,0
861,AJ22,Courts charter - The Royal Courts of Justice,HMCTS,Leaflet,English,10/2008,aj22-eng.pdf,PDF,Formfinder,Courts Charter,6,6,n1,N/A,#VALUE!,0,0,0,0,No,0
863,AJ24,Siarter Llysoedd - Y Gwasanaeth Profiant,HMCTS,Leaflet,Welsh,11/2007,aj24-cym.pdf,PDF,Formfinder,Siarter y llysoedd,#N/A,#N/A,none detected,N/A,#VALUE!,0,0,0,0,No,0
862,AJ24,Courts charter - The Probate Service,HMCTS,Leaflet,English,11/2007,aj24-eng.pdf,PDF,Formfinder,Courts Charter,11,10,none detected,N/A,#VALUE!,0,0,0,0,No,0
864,AJ25,Siarter Llysoedd - Llysoedd Teulu,HMCTS,Leaflet,Welsh,12/2006,aj25-cym.pdf,PDF,Formfinder,Siarter y llysoedd,#N/A,#N/A,none detected,N/A,#VALUE!,0,0,0,0,No,0
866,AJ26,Siarter Llysoedd - Y Llys Ynadon,HMCTS,Leaflet,Welsh,11/2006,aj26-cym.pdf,PDF,Formfinder,Siarter y llysoedd,#N/A,#N/A,none detected,N/A,#VALUE!,0,0,0,0,No,0
865,AJ26,Courts charter - Magistrates' Courts,HMCTS,Leaflet,English,11/2006,aj26-eng.pdf,PDF,Formfinder,Courts Charter,7,7,none detected,N/A,#VALUE!,0,0,0,0,No,0
867,Allowances,Allowances,HMCTS,Leaflet,English,05/2011,allowances-eng.pdf,PDF,Formfinder,Jury Service,133,119,none detected,N/A,#VALUE!,0,0,0,0,No,0
2270,326818,Apply to exhume human remains,MOJ,Form,English,NA,application-exhumation-licence.pdf,PDF,GOV.UK,NA,3768,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
868,Application for anonymity (IAT),Application for anonymity (IAT),HMCTS,Form,English,08/2012,application-for-anonymity-(iat)-eng.doc,DOC,Formfinder,Immigration and Asylum Tribunal,425,349,none detected,473,2,0,0,1,0,No,0
870,Application for anonymity (UTIAC),Application for anonymity (UTIAC),HMCTS,Form,English,12/2010,application-for-anonymity-(utiac)-eng.doc,DOC,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),#N/A,#N/A,none detected,425,2,0,0,1,0,No,0
869,Application for anonymity (UTIAC),Application for anonymity (UTIAC),HMCTS,Form,English,12/2010,application-for-anonymity-(utiac)-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),42,34,none detected,444,2,0,0,1,0,No,0
871,Application for anonymity notes (IAT),Application for anonymity guidance notes (IAT),HMCTS,Guidance,English,08/2012,application-for-anonymity-notes-(iat)-eng.pdf,PDF,Formfinder,Immigration and Asylum Tribunal,75,71,none detected,N/A,#VALUE!,0,0,0,0,Yes,0
872,Application for anonymity notes (UTIAC),Application for anonymity - Guidance Notes (UTIAC),HMCTS,Guidance,English,11/2013,application-for-anonymity-notes-(utiac)-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),9,9,none detected,N/A,#VALUE!,0,0,0,0,No,0
2040,612169,Apply for trial leave or full transfer to another hospital for restricted patients,HMPPS,Guidance,English,NA,application-trial-leave-full-transfer-guidance.doc,DOC,GOV.UK,NA,0,NA,NULL,N/A,#VALUE!,NA,NA,0,0,Yes,NA
2327,230059,Assisted prison visits form,HMPPS,Other,English,NA,apv-confirmation-form.pdf,PDF,GOV.UK,NA,1416,NA,NULL,N/A,#VALUE!,NA,NA,0,0,No,NA
2324,251965,Assisted prison visits form,HMPPS,Form,English,NA,Assisted-Prison-Visits-Application.pdf,PDF,GOV.UK,NA,6468,NA,NULL,#N/A,#N/A,NA,NA,1,0,No,NA
2325,251964,Assisted prison visits form,HMPPS,Guidance,English,NA,Assisted-Prison-Visits-Guide.pdf,PDF,GOV.UK,NA,3048,NA,NULL,N/A,#VALUE!,NA,NA,1,1,No,NA
2326,258881,Assisted prison visits form,HMPPS,Guidance,English,NA,Asssisted_Prison_Visits_Scheme_Welsh_Customer_Guide_2013.doc,DOC,GOV.UK,NA,240,NA,NULL,N/A,#VALUE!,NA,NA,0,0,No,NA
873,Attachment of Earnings Orders for criminal fines National Pilot April 2004,Attachment of Earnings Orders for criminal fines national pilot (April 2004),HMCTS,Leaflet,English,06/2004,attachment-of-earnings-orders-for-criminal-fines-national-pilot-april-2004-eng.pdf,PDF,Formfinder,County Court,29,29,none detected,N/A,#VALUE!,0,0,0,0,No,0
874,B1,Application to be released on bail,HMCTS,Form,English,10/2014,b1-eng.doc,DOC,Formfinder,Immigration and Asylum Tribunal,5388,4021,none detected,1564,5,0,89,1,0,Yes,0
875,Bank 1,Creditor's bankruptcy petition on failure to comply with a statutory demand for a liquidated sum payable immediately,HMCTS,Form,English,04/2017,bank-1-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,1261,997,none detected,1192,4,0,0,0,0,No,0
876,Bank 2,Creditor's bankruptcy petition on failure to comply with a statutory demand for a liquidated sum payable at a future date,HMCTS,Form,English,04/2017,bank-2-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,96,79,none detected,1268,4,0,0,0,0,No,0
877,Bank 3,Creditor's bankruptcy petition where execution or other process on a judgment has been returned in whole or part,HMCTS,Form,English,04/2017,bank-3-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,244,194,none detected,1336,5,0,0,0,0,No,0
878,Bank 4,Bankruptcy petition for default in connection with voluntary arrangement,HMCTS,Form,English,04/2017,bank-4-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,154,127,none detected,993,4,0,0,0,0,No,0
879,Bank 5,Verification of the petition,HMCTS,Form,English,04/2017,bank-5-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,642,517,none detected,317,1,0,0,1,0,No,0
880,Bank 6,Debtor's notice of opposition to petition,HMCTS,Form,English,04/2017,bank-6-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,608,488,none detected,124,1,0,0,0,0,No,0
881,Bank 7,Notice of persons intending to appear,HMCTS,Form,English,04/2017,bank-7-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,237,198,none detected,212,1,0,0,1,0,No,0
882,Bank 8,List of appearances,HMCTS,Form,English,04/2017,bank-8-eng.doc,DOC,Formfinder,Bankruptcy and Insolvency,269,231,none detected,143,1,0,0,0,0,No,0
123,Bill of costs (SCCO),Information for clients enquiring about how to have their solicitor's bill of costs assessed - Senior Courts Costs Office,HMCTS,Leaflet,English,06/2012,bill-of-costs-(scco)-eng.pdf,PDF,Formfinder,Court Costs - Other,46,45,"c(""ex340"", ""scco"", ""n208"", ""n210"", ""n258c"")",N/A,#VALUE!,5,0,1,0,No,1
883,C(PRA1),Cytundeb Cyfrifoldeb Rhieni / Parental Responsibility Agreement,HMCTS,Form,Welsh,08/2014,c(pra1)-bil.pdf,PDF,Formfinder,Children Act,#N/A,#N/A,none detected,969,3,0,0,1,0,No,0
472,C(PRA1),Parental Responsibility Agreement,HMCTS,Form,English,08/2014,c(pra1)-eng.pdf,PDF,Formfinder,Children Act,6694,6119,none detected,489,2,1,0,1,0,No,0
884,C(PRA2),Cytundeb Cyfrifoldeb Rhieni i Lys-riant / Step-Parent Parental Responsibility Agreement,HMCTS,Form,Welsh,08/2014,c(pra2)-bil.pdf,PDF,Formfinder,Children Act,#N/A,#N/A,none detected,1262,4,0,0,1,0,No,0
473,C(PRA2),Step-Parent Parental  Responsibility Agreement,HMCTS,Form,English,08/2014,c(pra2)-eng.pdf,PDF,Formfinder,Children Act,7392,6806,none detected,668,3,1,0,1,0,No,0
885,C(PRA3),Cytundeb Cyfrifoldeb Rhieni / Parental Responsibility Agreement,HMCTS,Form,Welsh,08/2014,c(pra3)-bil.pdf,PDF,Formfinder,Children Act,#N/A,#N/A,none detected,951,3,0,0,1,0,No,0
474,C(PRA3),Parental Responsibility Agreement. Section 4ZA Children Act 1989 (Acquisition of parental responsibility by second female parent),HMCTS,Form,English,08/2014,c(pra3)-eng.pdf,PDF,Formfinder,Children Act,244,222,none detected,548,2,1,0,1,0,No,0
886,C1,Cais am orchymyn (Deddf Plant 1989),HMCTS,Form,Welsh,06/2016,c1-cym.pdf,PDF,Formfinder,Deddf Plant,#N/A,#N/A,none detected,192,1,0,21,0,0,Yes,0
161,C1,Application for an order,HMCTS,Form,English,06/2016,c1-eng.pdf,PDF,Formfinder,Children Act,9040,8043,"c(""cb1"", ""c100"", ""c79"", ""fm1"")",1072,4,4,21,0,1,Yes,0
125,C100,"Cais o dan adran 8 Deddf Plant 1989 am orchymyn trefniadau plant, gorchymyn camau gwaharddedig, gorchymyn mater penodol neu i amrywio neu ddiddymu neu ofyn am ganiata&#770;d i roi gorchymyn adran 8 / Application under section 8 of the Children Act 1989 for a child arrangements, prohibited steps, specific issue order or to vary or discharge or ask permission to make a section 8 order",HMCTS,Form,Welsh,06/2016,c100-bil.pdf,PDF,Formfinder,Children Act,2,1,"c(""cb1"", ""ex50"", ""c1a"", ""cb7"", ""c79"", ""c8"")",15378,47,5,9,1,1,Yes,1
124,C100,"Application under the Children Act 1989 for a child arrangements, prohibited steps, specific issue section 8 order or to vary or discharge a section 8 order",HMCTS,Form,English,10/2016,c100-eng.pdf,PDF,Formfinder,Children Act,52809,46761,"c(""cb1"", ""ex50"", ""c1a"", ""cb7"", ""c79"", ""c8"")",8159,25,5,9,1,1,Yes,1
887,C11,Atodiad i gais am Orchymyn Diogelu Brys / Supplement for an application for an Emergency Protection Order,HMCTS,Form,Welsh,08/2004,c11-bil.pdf,PDF,Formfinder,Children Act,1,1,none detected,0,0,0,0,0,0,No,0
889,C110,Cais am orchymyn gofal neu oruchwylio dan Ddeddf Plant 1989 / Application under the Children Act 1989 for a care or supervision order,HMCTS,Form,Welsh,04/2010,c110-bil.pdf,PDF,Formfinder,Children Act,#N/A,#N/A,none detected,3865,12,0,0,1,0,Yes,0
888,C110,Application under the Children Act 1989 for a Care or Supervision Order,HMCTS,Form,English,11/2014,c110-eng.pdf,PDF,Formfinder,Children Act,248,212,none detected,1893,6,0,0,1,0,Yes,0
891,C110A,"Cais am orchymyn gofal neu orchymyn goruchwylio a gorchmynion eraill dan Ran 4 Deddf Plant 1989, neu Orchymyn Amddiffyn Brys dan adran 44 Deddf Plant 1989",HMCTS,Form,Welsh,11/2014,c110a-cym.pdf,PDF,Formfinder,Deddf plant,#N/A,#N/A,none detected,2784,9,0,0,0,0,Yes,0
890,C110A,Application for a care or supervision order and other orders under Part 4 of the Children Act 1989 or an Emergency Protection Order under section 44 of the Children Act 1989,HMCTS,Form,English,09/2016,c110a-eng.pdf,PDF,Formfinder,Children Act,1742,1529,none detected,2718,9,0,0,1,0,Yes,0
893,C12,Atodiad i gais am warant i helpu person a awdurdodir gan Orchymyn Amddiffyn Brys / Supplement for an application for a warrant to assist a person authorised by an Emergency Protection Order,HMCTS,Form,Welsh,08/2004,c12-bil.pdf,PDF,Formfinder,Children Act,#N/A,#N/A,none detected,0,0,0,0,0,0,No,0
892,C12,Supplement for an application for a Warrant to assist a person authorised by an Emergency Protection Order,HMCTS,Form,English,08/2004,c12-eng.pdf,PDF,Formfinder,Children Act,62,61,none detected,0,0,0,0,0,0,No,0
894,C120,Witness Statement template - Child arrangements - Parental dispute,HMCTS,Form,English,11/2014,c120-eng.pdf,PDF,Formfinder,Children Act,1046,816,none detected,746,3,0,0,1,0,No,1
895,C13,Supplement for an application for a Care or Supervision Order,HMCTS,Form,English,09/1999,c13-eng.pdf,PDF,Formfinder,Children Act,99,90,none detected,199,1,0,2,1,0,Yes,0
896,C13A,Supplement for an Application for a Special Guardianship Order,HMCTS,Form,English,04/2014,c13a-eng.pdf,PDF,Formfinder,Children Act,1229,1025,none detected,225,1,0,2,1,0,No,0
898,C14,Atodiad i gais am awdurdod i wrthod cyswllt â phlentyn mewn gofal / Supplement for an application for authority to refuse contact with a child in care,HMCTS,Form,Welsh,09/1999,c14-bil.pdf,PDF,Formfinder,Children Act,#N/A,#N/A,none detected,0,0,0,0,0,0,Yes,0
897,C14,Supplement for an application for authority to refuse contact with a child in care,HMCTS,Form,English,09/1999,c14-eng.pdf,PDF,Formfinder,Children Act,139,128,none detected,135,1,0,0,1,0,Yes,0
900,C15,Atodiad i gais am gyswllt gyda phlentyn sydd mewn gofal / Supplement for an application for contact with a child in care,HMCTS,Form,Welsh,09/1999,c15-bil.pdf,PDF,Formfinder,Children Act,#N/A,#N/A,none detected,0,0,0,0,0,0,Yes,0
899,C15,Supplement for an application for contact with a child in care,HMCTS,Form,English,09/1999,c15-eng.pdf,PDF,Formfinder,Children Act,316,287,none detected,131,1,0,0,1,0,Yes,0
902,C16,Atodiad i gais am Orchymyn Asesu Plentyn / Supplement for an application for a Child Assessment Order,HMCTS,Form,Welsh,09/1999,c16-bil.pdf,PDF,Formfinder,Children Act,#N/A,#N/A,none detected,0,0,0,0,0,0,Yes,0
901,C16,Supplement for an application for a Child Assessment Order,HMCTS,Form,English,09/1999,c16-eng.pdf,PDF,Formfinder,Children Act,83,79,none detected,182,1,0,0,1,0,Yes,0
